ITE001142,ABC001142,C,N,M,
ITE001143,ABC001143,I,B,D,G
ITE001144,ABC001144,E,C,C,I
ITE001145,ABC001145,J,I,J,H
ITE001146,ABC001146,A,D,B,
ITE001147,ABC001147,N,J,M,
ITE001148,ABC001148,G,B,J,
ITE001149,ABC001149,B,M,I,
ITE001150,ABC001150,E,D,J,
ITE001151,ABC001151,D,N,,M
ITE001152,ABC001152,F,A,I,N
ITE001153,ABC001153,D,D,B,J
ITE001154,ABC001154,I,H,I,
ITE001155,ABC001155,A,E,F,N
ITE001156,ABC001156,N,J,C,
ITE001157,ABC001157,J,I,F,G
ITE001158,ABC001158,L,N,N,J
ITE001159,ABC001159,M,D,F,
ITE001160,ABC001160,H,B,B,
ITE001161,ABC001161,G,I,C,G
ITE001162,ABC001162,J,N,M,
ITE001163,ABC001163,H,D,L,I
ITE001164,ABC001164,G,N,I,N
ITE001165,ABC001165,I,F,F,
ITE001166,ABC001166,I,G,N,
ITE001167,ABC001167,F,L,N,
ITE001168,ABC001168,N,B,E,M
ITE001169,ABC001169,B,M,,G
ITE001170,ABC001170,C,N,L,N
ITE001171,ABC001171,I,G,F,J
ITE001172,ABC001172,M,M,E,
ITE001173,ABC001173,B,H,F,
ITE001174,ABC001174,A,L,C,H
ITE001175,ABC001175,F,M,M,N
ITE001176,ABC001176,J,G,J,
ITE001177,ABC001177,G,G,M,
ITE001178,ABC001178,D,H,M,G
ITE001179,ABC001179,G,M,J,
ITE001180,ABC001180,J,N,J,M
ITE001181,ABC001181,I,M,D,G
ITE001182,ABC001182,D,I,G,M
ITE001183,ABC001183,J,H,C,
ITE001184,ABC001184,C,I,C,H
ITE001185,ABC001185,I,C,H,I
ITE001186,ABC001186,E,E,J,I
ITE001187,ABC001187,B,M,A,L
ITE001188,ABC001188,E,H,E,M
ITE001189,ABC001189,N,L,L,
ITE001190,ABC001190,D,L,D,L
ITE001191,ABC001191,C,I,F,I
ITE001192,ABC001192,N,E,C,
ITE001193,ABC001193,I,N,E,L
ITE001194,ABC001194,C,N,N,
ITE001195,ABC001195,G,N,N,I
ITE001196,ABC001196,H,E,I,
ITE001197,ABC001197,F,L,E,H
ITE001198,ABC001198,L,M,L,N
ITE001199,ABC001199,N,I,H,J
ITE001200,ABC001200,M,B,L,
ITE001201,ABC001201,H,C,M,L
ITE001202,ABC001202,J,M,N,
ITE001203,ABC001203,C,B,N,
ITE001204,ABC001204,I,L,F,H
ITE001205,ABC001205,H,H,N,
ITE001206,ABC001206,N,B,I,L
ITE001207,ABC001207,C,A,E,
ITE001208,ABC001208,N,A,M,
ITE001209,ABC001209,D,F,F,L
ITE001210,ABC001210,E,C,I,
ITE001211,ABC001211,B,F,E,H
ITE001212,ABC001212,J,M,A,G
ITE001213,ABC001213,L,H,E,
ITE001214,ABC001214,C,G,E,
ITE001215,ABC001215,A,D,H,
ITE001216,ABC001216,A,N,M,
ITE001217,ABC001217,A,F,C,N
ITE001218,ABC001218,H,F,D,I
ITE001219,ABC001219,A,L,H,H
ITE001220,ABC001220,E,N,J,M
ITE001221,ABC001221,C,M,E,J
ITE001222,ABC001222,M,A,B,
ITE001223,ABC001223,H,G,D,N
ITE001224,ABC001224,L,E,J,G
ITE001225,ABC001225,G,F,D,
ITE001226,ABC001226,I,G,H,
ITE001227,ABC001227,C,N,G,M
ITE001228,ABC001228,A,A,,H
ITE001229,ABC001229,B,A,C,N
ITE001230,ABC001230,D,F,C,L
ITE001231,ABC001231,J,G,J,I
ITE001232,ABC001232,J,I,N,
ITE001233,ABC001233,C,F,I,
ITE001234,ABC001234,F,I,E,
ITE001235,ABC001235,D,M,B,H
ITE001236,ABC001236,N,N,E,
ITE001237,ABC001237,J,B,J,
ITE001238,ABC001238,G,G,A,G
ITE001239,ABC001239,C,L,B,
ITE001240,ABC001240,M,B,J,
ITE001241,ABC001241,G,N,I,I
ITE001242,ABC001242,J,N,,L
ITE001243,ABC001243,N,D,A,
ITE001244,ABC001244,G,A,D,L
ITE001245,ABC001245,H,F,M,
ITE001246,ABC001246,L,L,A,
ITE001247,ABC001247,C,J,D,
ITE001248,ABC001248,L,L,L,I
ITE001249,ABC001249,J,F,A,
ITE001250,ABC001250,J,D,L,I
ITE001251,ABC001251,E,M,G,L
ITE001252,ABC001252,F,D,D,M
ITE001253,ABC001253,J,J,C,N
ITE001254,ABC001254,E,H,J,H
ITE001255,ABC001255,L,I,M,
ITE001256,ABC001256,B,F,E,
ITE001257,ABC001257,H,D,M,M
ITE001258,ABC001258,L,E,H,J
ITE001259,ABC001259,I,A,E,L
ITE001260,ABC001260,I,E,H,
ITE001261,ABC001261,I,I,I,J
ITE001262,ABC001262,D,G,F,I
ITE001263,ABC001263,L,H,H,N
ITE001264,ABC001264,J,G,A,I
ITE001265,ABC001265,D,A,F,
ITE001266,ABC001266,F,J,D,
ITE001267,ABC001267,L,D,G,
ITE001268,ABC001268,D,L,M,
ITE001269,ABC001269,G,I,I,I
ITE001270,ABC001270,D,H,F,M
ITE001271,ABC001271,L,H,H,
ITE001272,ABC001272,A,H,G,N
ITE001273,ABC001273,E,B,E,J
ITE001274,ABC001274,I,E,E,
ITE001275,ABC001275,F,E,N,
ITE001276,ABC001276,M,N,F,J
ITE001277,ABC001277,N,B,N,
ITE001278,ABC001278,A,J,,
ITE001279,ABC001279,G,C,B,L
ITE001280,ABC001280,C,N,D,
ITE001281,ABC001281,A,G,J,
ITE001282,ABC001282,A,M,,I
ITE001283,ABC001283,M,D,D,H
ITE001284,ABC001284,I,C,B,J
ITE001285,ABC001285,C,J,G,
ITE001286,ABC001286,M,G,G,
ITE001287,ABC001287,G,N,G,
ITE001288,ABC001288,B,M,E,
ITE001289,ABC001289,H,L,J,I
ITE001290,ABC001290,I,C,C,J
ITE001291,ABC001291,A,J,J,
ITE001292,ABC001292,D,A,C,
ITE001293,ABC001293,I,B,N,
ITE001294,ABC001294,H,I,I,L
ITE001295,ABC001295,E,L,J,
ITE001296,ABC001296,C,B,E,
ITE001297,ABC001297,C,A,D,
ITE001298,ABC001298,I,L,,
ITE001299,ABC001299,I,N,E,I
ITE001300,ABC001300,B,E,,
ITE001301,ABC001301,B,M,M,G
ITE001302,ABC001302,A,L,J,G
ITE001303,ABC001303,A,E,H,M
ITE001304,ABC001304,D,H,E,I
ITE001305,ABC001305,G,L,B,
ITE001306,ABC001306,G,C,C,
ITE001307,ABC001307,F,D,E,
ITE001308,ABC001308,I,M,N,M
ITE001309,ABC001309,D,G,F,I
ITE001310,ABC001310,F,A,I,L
ITE001311,ABC001311,I,N,E,I
ITE001312,ABC001312,G,N,G,L
ITE001313,ABC001313,A,M,I,N
ITE001314,ABC001314,H,A,I,N
ITE001315,ABC001315,I,A,N,J
ITE001316,ABC001316,E,J,N,L
ITE001317,ABC001317,M,D,B,
ITE001318,ABC001318,D,F,A,J
ITE001319,ABC001319,A,I,G,N
ITE001320,ABC001320,C,F,M,G
ITE001321,ABC001321,A,E,M,I
ITE001322,ABC001322,G,N,A,G
ITE001323,ABC001323,J,J,H,H
ITE001324,ABC001324,C,F,A,
ITE001325,ABC001325,E,H,I,
ITE001326,ABC001326,J,D,L,M
ITE001327,ABC001327,H,L,G,M
ITE001328,ABC001328,I,G,J,
ITE001329,ABC001329,D,I,F,L
ITE001330,ABC001330,N,G,B,
ITE001331,ABC001331,H,G,D,
ITE001332,ABC001332,H,N,F,
ITE001333,ABC001333,L,N,B,M
ITE001334,ABC001334,C,E,C,N
ITE001335,ABC001335,B,J,N,H
ITE001336,ABC001336,N,C,N,
ITE001337,ABC001337,A,D,A,
ITE001338,ABC001338,D,C,I,L
ITE001339,ABC001339,D,H,D,M
ITE001340,ABC001340,E,B,J,
ITE001341,ABC001341,E,N,C,L
ITE001342,ABC001342,E,J,D,I
ITE001343,ABC001343,M,J,C,M
ITE001344,ABC001344,I,J,L,H
ITE001345,ABC001345,I,G,,I
ITE001346,ABC001346,D,I,L,H
ITE001347,ABC001347,E,H,L,
ITE001348,ABC001348,B,F,B,
ITE001349,ABC001349,J,C,N,
ITE001350,ABC001350,D,A,L,
ITE001351,ABC001351,C,A,G,M
ITE001352,ABC001352,H,M,G,L
ITE001353,ABC001353,D,H,F,M
ITE001354,ABC001354,C,E,D,H
ITE001355,ABC001355,E,E,,
ITE001356,ABC001356,A,D,I,M
ITE001357,ABC001357,F,L,A,
ITE001358,ABC001358,B,L,L,H
ITE001359,ABC001359,J,L,F,L
ITE001360,ABC001360,G,D,H,
ITE001361,ABC001361,N,L,F,I
ITE001362,ABC001362,B,B,C,J
ITE001363,ABC001363,H,I,D,J
ITE001364,ABC001364,I,M,B,
ITE001365,ABC001365,B,J,G,I
ITE001366,ABC001366,B,M,J,
ITE001367,ABC001367,G,M,,H
ITE001368,ABC001368,D,G,A,H
ITE001369,ABC001369,G,D,I,
ITE001370,ABC001370,N,I,,
ITE001371,ABC001371,F,D,L,
ITE001372,ABC001372,C,A,H,J
ITE001373,ABC001373,H,C,M,H
ITE001374,ABC001374,C,A,M,J
ITE001375,ABC001375,D,I,J,
ITE001376,ABC001376,B,G,G,
ITE001377,ABC001377,J,I,G,G
ITE001378,ABC001378,H,L,A,L
ITE001379,ABC001379,D,J,N,
ITE001380,ABC001380,I,N,C,
ITE001381,ABC001381,A,J,L,J
ITE001382,ABC001382,M,A,,N
ITE001383,ABC001383,M,C,G,N
ITE001384,ABC001384,E,F,B,G
ITE001385,ABC001385,J,F,A,
ITE001386,ABC001386,E,M,J,N
ITE001387,ABC001387,M,F,N,H
ITE001388,ABC001388,A,D,F,G
ITE001389,ABC001389,C,A,B,I
ITE001390,ABC001390,C,L,C,L
ITE001391,ABC001391,M,B,E,
ITE001392,ABC001392,B,A,N,I
ITE001393,ABC001393,B,B,,
ITE001394,ABC001394,B,A,G,H
ITE001395,ABC001395,J,M,C,G
ITE001396,ABC001396,E,M,A,M
ITE001397,ABC001397,E,C,,
ITE001398,ABC001398,J,C,L,I
ITE001399,ABC001399,L,L,G,
ITE001400,ABC001400,G,C,,
ITE001401,ABC001401,C,B,A,N
ITE001402,ABC001402,E,A,N,N
ITE001403,ABC001403,M,M,D,N
ITE001404,ABC001404,G,F,M,
ITE001405,ABC001405,F,B,M,M
ITE001406,ABC001406,D,H,I,N
ITE001407,ABC001407,B,E,G,G
ITE001408,ABC001408,G,I,,
ITE001409,ABC001409,H,M,B,
ITE001410,ABC001410,G,E,C,N
ITE001411,ABC001411,N,H,G,M
ITE001412,ABC001412,D,A,,N
ITE001413,ABC001413,G,M,B,H
ITE001414,ABC001414,G,B,I,
ITE001415,ABC001415,B,G,A,J
ITE001416,ABC001416,H,A,G,M
ITE001417,ABC001417,C,D,L,N
ITE001418,ABC001418,M,C,B,N
ITE001419,ABC001419,M,H,E,M
ITE001420,ABC001420,H,H,N,J
ITE001421,ABC001421,J,N,G,I
ITE001422,ABC001422,A,H,F,
ITE001423,ABC001423,B,I,B,H
ITE001424,ABC001424,A,C,F,
ITE001425,ABC001425,B,C,E,
ITE001426,ABC001426,C,A,D,
ITE001427,ABC001427,D,A,E,J
ITE001428,ABC001428,M,A,,
ITE001429,ABC001429,L,G,F,I
ITE001430,ABC001430,N,F,H,
ITE001431,ABC001431,I,L,L,G
ITE001432,ABC001432,F,N,F,N
ITE001433,ABC001433,J,C,F,
ITE001434,ABC001434,G,G,B,H
ITE001435,ABC001435,J,D,F,L
ITE001436,ABC001436,J,C,L,
ITE001437,ABC001437,I,H,N,
ITE001438,ABC001438,F,L,,J
ITE001439,ABC001439,J,C,F,
ITE001440,ABC001440,G,J,J,I
ITE001441,ABC001441,C,J,B,N
ITE001442,ABC001442,A,G,N,
ITE001443,ABC001443,M,A,G,
ITE001444,ABC001444,E,A,M,
ITE001445,ABC001445,G,C,B,
ITE001446,ABC001446,J,H,G,H
ITE001447,ABC001447,G,G,E,M
ITE001448,ABC001448,C,G,H,H
ITE001449,ABC001449,E,B,M,
ITE001450,ABC001450,N,I,M,
ITE001451,ABC001451,D,N,J,
ITE001452,ABC001452,I,C,,H
ITE001453,ABC001453,G,H,B,J
ITE001454,ABC001454,A,N,I,
ITE001455,ABC001455,E,I,I,
ITE001456,ABC001456,A,J,I,L
ITE001457,ABC001457,E,G,M,
ITE001458,ABC001458,F,H,B,H
ITE001459,ABC001459,E,C,A,
ITE001460,ABC001460,F,C,C,L
ITE001461,ABC001461,E,L,I,
ITE001462,ABC001462,M,E,F,
ITE001463,ABC001463,L,E,N,L
ITE001464,ABC001464,J,H,F,I
ITE001465,ABC001465,E,E,F,
ITE001466,ABC001466,N,A,N,
ITE001467,ABC001467,D,C,I,G
ITE001468,ABC001468,N,C,I,
ITE001469,ABC001469,I,H,N,M
ITE001470,ABC001470,L,E,H,N
ITE001471,ABC001471,B,L,G,
ITE001472,ABC001472,I,F,G,M
ITE001473,ABC001473,L,I,E,
ITE001474,ABC001474,M,M,H,
ITE001475,ABC001475,N,D,E,J
ITE001476,ABC001476,J,I,G,
ITE001477,ABC001477,G,F,F,L
ITE001478,ABC001478,N,E,H,
ITE001479,ABC001479,B,D,B,
ITE001480,ABC001480,N,F,I,
ITE001481,ABC001481,M,E,A,N
ITE001482,ABC001482,D,N,D,M
ITE001483,ABC001483,L,E,I,H
ITE001484,ABC001484,A,L,B,
ITE001485,ABC001485,N,N,L,N
ITE001486,ABC001486,C,D,I,
ITE001487,ABC001487,I,N,A,
ITE001488,ABC001488,I,C,D,
ITE001489,ABC001489,J,E,L,H
ITE001490,ABC001490,G,L,,
ITE001491,ABC001491,G,N,G,G
ITE001492,ABC001492,B,I,,
ITE001493,ABC001493,M,C,G,H
ITE001494,ABC001494,G,F,H,J
ITE001495,ABC001495,I,F,F,J
ITE001496,ABC001496,H,A,D,H
ITE001497,ABC001497,M,F,,L
ITE001498,ABC001498,B,B,M,M
ITE001499,ABC001499,J,E,F,
ITE001500,ABC001500,F,L,B,I
ITE001501,ABC001501,E,A,J,
ITE001502,ABC001502,I,H,G,
ITE001503,ABC001503,D,N,C,H
ITE001504,ABC001504,G,M,F,
ITE001505,ABC001505,M,L,L,I
ITE001506,ABC001506,N,J,M,
ITE001507,ABC001507,D,C,G,
ITE001508,ABC001508,D,H,M,
ITE001509,ABC001509,M,N,B,M
ITE001510,ABC001510,M,E,H,M
ITE001511,ABC001511,L,L,M,I
ITE001512,ABC001512,M,D,J,
ITE001513,ABC001513,E,H,I,M
ITE001514,ABC001514,I,L,B,N
ITE001515,ABC001515,G,C,D,L
ITE001516,ABC001516,M,N,F,
ITE001517,ABC001517,N,C,M,L
ITE001518,ABC001518,E,E,D,J
ITE001519,ABC001519,L,G,N,
ITE001520,ABC001520,L,M,A,
ITE001521,ABC001521,H,F,H,J
ITE001522,ABC001522,M,G,C,
ITE001523,ABC001523,I,D,H,
ITE001524,ABC001524,D,A,G,G
ITE001525,ABC001525,H,B,B,I
ITE001526,ABC001526,D,H,H,
ITE001527,ABC001527,H,E,C,
ITE001528,ABC001528,B,J,H,
ITE001529,ABC001529,C,L,B,
ITE001530,ABC001530,N,G,F,L
ITE001531,ABC001531,C,D,E,J
ITE001532,ABC001532,J,F,D,G
ITE001533,ABC001533,M,M,H,
ITE001534,ABC001534,H,N,H,
ITE001535,ABC001535,N,H,L,H
ITE001536,ABC001536,I,D,F,
ITE001537,ABC001537,G,N,N,
ITE001538,ABC001538,G,L,N,H
ITE001539,ABC001539,B,A,,
ITE001540,ABC001540,I,G,L,
ITE001541,ABC001541,G,E,,
ITE001542,ABC001542,B,G,C,
ITE001543,ABC001543,N,C,H,N
ITE001544,ABC001544,H,H,N,
ITE001545,ABC001545,G,B,J,L
ITE001546,ABC001546,J,I,J,
ITE001547,ABC001547,E,B,C,
ITE001548,ABC001548,M,E,F,G
ITE001549,ABC001549,M,I,I,J
ITE001550,ABC001550,L,B,F,
ITE001551,ABC001551,D,N,B,H
ITE001552,ABC001552,I,J,F,M
ITE001553,ABC001553,I,I,N,
ITE001554,ABC001554,C,J,H,N
ITE001555,ABC001555,G,I,G,
ITE001556,ABC001556,L,A,,
ITE001557,ABC001557,G,N,L,
ITE001558,ABC001558,L,F,F,
ITE001559,ABC001559,B,F,G,J
ITE001560,ABC001560,N,D,L,L
ITE001561,ABC001561,C,J,,
ITE001562,ABC001562,E,C,F,M
ITE001563,ABC001563,N,J,H,M
ITE001564,ABC001564,B,G,G,J
ITE001565,ABC001565,L,E,M,H
ITE001566,ABC001566,J,H,E,H
ITE001567,ABC001567,G,J,H,
ITE001568,ABC001568,C,H,M,
ITE001569,ABC001569,B,L,H,
ITE001570,ABC001570,A,I,H,
ITE001571,ABC001571,G,G,M,
ITE001572,ABC001572,C,N,H,
ITE001573,ABC001573,F,B,,L
ITE001574,ABC001574,M,G,F,J
ITE001575,ABC001575,D,M,A,
ITE001576,ABC001576,J,J,L,
ITE001577,ABC001577,F,I,C,H
ITE001578,ABC001578,I,D,E,
ITE001579,ABC001579,E,L,J,
ITE001580,ABC001580,D,F,,L
ITE001581,ABC001581,D,H,N,
ITE001582,ABC001582,L,M,F,
ITE001583,ABC001583,D,M,N,
ITE001584,ABC001584,B,B,C,
ITE001585,ABC001585,L,C,A,M
ITE001586,ABC001586,I,L,C,
ITE001587,ABC001587,B,M,L,G
ITE001588,ABC001588,L,A,G,L
ITE001589,ABC001589,M,D,D,N
ITE001590,ABC001590,E,M,C,G
ITE001591,ABC001591,J,D,C,J
ITE001592,ABC001592,M,M,B,N
ITE001593,ABC001593,J,L,I,J
ITE001594,ABC001594,A,A,H,
ITE001595,ABC001595,D,J,A,
ITE001596,ABC001596,N,C,M,H
ITE001597,ABC001597,F,N,J,M
ITE001598,ABC001598,E,L,D,
ITE001599,ABC001599,G,N,D,H
ITE001600,ABC001600,D,C,G,I
ITE001601,ABC001601,B,E,B,
ITE001602,ABC001602,M,G,N,
ITE001603,ABC001603,I,D,,
ITE001604,ABC001604,L,H,A,
ITE001605,ABC001605,G,C,B,H
ITE001606,ABC001606,A,N,M,H
ITE001607,ABC001607,N,N,M,I
ITE001608,ABC001608,A,N,M,I
ITE001609,ABC001609,J,N,A,H
ITE001610,ABC001610,A,L,A,
ITE001611,ABC001611,E,N,H,
ITE001612,ABC001612,B,N,A,G
ITE001613,ABC001613,L,G,E,M
ITE001614,ABC001614,N,D,N,
ITE001615,ABC001615,L,E,C,
ITE001616,ABC001616,D,D,A,
ITE001617,ABC001617,F,G,C,
ITE001618,ABC001618,B,J,G,J
ITE001619,ABC001619,C,I,,
ITE001620,ABC001620,G,C,A,
ITE001621,ABC001621,J,F,N,
ITE001622,ABC001622,B,M,A,G
ITE001623,ABC001623,J,F,G,H
ITE001624,ABC001624,C,D,J,
ITE001625,ABC001625,B,H,F,
ITE001626,ABC001626,H,D,F,
ITE001627,ABC001627,G,E,B,H
ITE001628,ABC001628,D,M,N,L
ITE001629,ABC001629,A,J,H,I
ITE001630,ABC001630,E,J,I,I
ITE001631,ABC001631,N,B,I,J
ITE001632,ABC001632,N,M,H,
ITE001633,ABC001633,N,E,I,H
ITE001634,ABC001634,B,B,N,H
ITE001635,ABC001635,F,F,M,
ITE001636,ABC001636,F,J,M,J
ITE001637,ABC001637,L,I,B,I
ITE001638,ABC001638,G,G,J,
ITE001639,ABC001639,H,H,N,
ITE001640,ABC001640,J,L,I,M
ITE001641,ABC001641,H,I,H,
ITE001642,ABC001642,C,A,B,
ITE001643,ABC001643,J,B,M,L
ITE001644,ABC001644,H,N,I,H
ITE001645,ABC001645,B,H,D,
ITE001646,ABC001646,M,A,N,
ITE001647,ABC001647,A,M,M,
ITE001648,ABC001648,C,C,J,J
ITE001649,ABC001649,C,E,,
ITE001650,ABC001650,A,F,,
ITE001651,ABC001651,N,J,M,M
ITE001652,ABC001652,C,N,F,
ITE001653,ABC001653,J,C,J,
ITE001654,ABC001654,C,H,L,G
ITE001655,ABC001655,N,A,J,
ITE001656,ABC001656,E,J,A,
ITE001657,ABC001657,D,C,D,
ITE001658,ABC001658,B,G,B,
ITE001659,ABC001659,C,D,D,
ITE001660,ABC001660,A,E,D,
ITE001661,ABC001661,G,F,N,
ITE001662,ABC001662,I,J,H,N
ITE001663,ABC001663,N,A,A,L
ITE001664,ABC001664,F,G,,
ITE001665,ABC001665,A,L,H,G
ITE001666,ABC001666,H,I,J,G
ITE001667,ABC001667,B,L,M,
ITE001668,ABC001668,E,M,J,
ITE001669,ABC001669,I,D,G,
ITE001670,ABC001670,F,C,H,
ITE001671,ABC001671,F,L,E,
ITE001672,ABC001672,M,I,,
ITE001673,ABC001673,H,A,L,H
ITE001674,ABC001674,A,E,L,J
ITE001675,ABC001675,I,N,H,J
ITE001676,ABC001676,J,E,E,G
ITE001677,ABC001677,E,F,L,
ITE001678,ABC001678,N,A,C,
ITE001679,ABC001679,H,N,N,I
ITE001680,ABC001680,A,H,D,
ITE001681,ABC001681,A,M,,L
ITE001682,ABC001682,J,B,D,
ITE001683,ABC001683,G,A,D,I
ITE001684,ABC001684,G,H,H,M
ITE001685,ABC001685,E,N,D,
ITE001686,ABC001686,J,M,D,
ITE001687,ABC001687,M,I,L,N
ITE001688,ABC001688,E,G,A,I
ITE001689,ABC001689,E,C,H,H
ITE001690,ABC001690,F,B,D,G
ITE001691,ABC001691,L,J,J,G
ITE001692,ABC001692,G,I,N,J
ITE001693,ABC001693,L,D,C,
ITE001694,ABC001694,D,E,C,J
ITE001695,ABC001695,E,F,,I
ITE001696,ABC001696,H,H,F,L
ITE001697,ABC001697,M,F,,L
ITE001698,ABC001698,B,B,H,L
ITE001699,ABC001699,M,E,D,
ITE001700,ABC001700,F,N,F,
ITE001701,ABC001701,L,A,B,
ITE001702,ABC001702,C,J,F,
ITE001703,ABC001703,I,B,D,N
ITE001704,ABC001704,N,A,H,G
ITE001705,ABC001705,I,E,D,G
ITE001706,ABC001706,D,E,E,J
ITE001707,ABC001707,I,N,N,N
ITE001708,ABC001708,N,F,G,
ITE001709,ABC001709,F,H,I,N
ITE001710,ABC001710,G,F,J,I
ITE001711,ABC001711,E,E,I,J
ITE001712,ABC001712,M,B,J,
ITE001713,ABC001713,D,H,J,
